TE-I-87299375,Debra,Browning,Browning.Debra@cleardesk.com,156,23,2011-11-17,2011-11-20,1,735940920725,HUTHDG192N,406,2011-11-21
TE-V-56495117,Christina,Torres,Torres.Christina@cleardesk.com,344,11,2014-06-08,2014-06-11,5,835745631396,TRJTIG178Y,1469,2014-06-13
TE-B-31994975,Charles,Collins,Collins.Charles@cleardesk.com,414,5,2002-06-25,2002-06-26,3,819696553370,DMZACO062J,810,2002-06-26
TE-D-67959511,Michael,Smith,Smith.Michael@cleardesk.com,382,6,2013-12-04,2013-12-05,1,074788675843,OVVVBW707Z,276,2013-12-08
TE-N-65337408,Jennifer,Williams,Williams.Jennifer@cleardesk.com,115,11,2004-03-13,2004-03-14,1,383298894040,SALLYN919G,897,2004-03-17
TE-S-98330448,Crystal,Harvey,Harvey.Crystal@cleardesk.com,264,31,2016-12-01,2016-12-04,2,494138113365,HATKKT972L,1757,2016-12-05
TE-F-30715809,Ricky,Weaver,Weaver.Ricky@cleardesk.com,279,27,2023-01-05,2023-01-06,4,656412833012,QYOOXW981U,866,2023-01-06
TE-P-03366345,Julie,Carroll,Carroll.Julie@cleardesk.com,174,27,2001-04-06,2001-04-07,3,639822307177,BEJSEW134T,566,2001-04-10
TE-X-56395735,Emily,Moore,Moore.Emily@cleardesk.com,60,7,2004-08-31,2004-08-31,5,513996199325,KJYZRP718C,435,2004-08-31
TE-P-20230590,Randy,Nelson,Nelson.Randy@cleardesk.com,427,5,2002-07-07,2002-07-09,4,589581662774,MPRNQO091S,730,2002-07-10
TE-V-19469891,Kenneth,Ramirez,Ramirez.Kenneth@cleardesk.com,178,7,2002-04-15,2002-04-16,4,639921637743,TVJWNE383V,1456,2002-04-19
TE-I-95759979,Shawn,Bond,Bond.Shawn@cleardesk.com,224,1,2017-05-13,2017-05-13,5,700455140076,INKTMD130R,1612,2017-05-13
TE-E-07368346,Dylan,Montes,Montes.Dylan@cleardesk.com,431,16,2019-06-02,2019-06-03,2,150898939010,LSLFZT504Z,1798,2019-06-06
TE-M-83616529,Larry,Shelton,Shelton.Larry@cleardesk.com,398,7,2006-12-21,2006-12-23,3,910334805730,XEBJBJ471B,1710,2006-12-24
TE-W-45604260,Lisa,Flores,Flores.Lisa@cleardesk.com,396,15,2015-08-29,2015-08-29,5,845374682548,SDOPLL281G,1765,2015-08-29
TE-B-76545315,Susan,Buckley,Buckley.Susan@cleardesk.com,17,13,2018-10-30,2018-10-30,4,066635238483,YZENRJ471Q,1790,2018-10-30
TE-I-09287183,Stephanie,Pope,Pope.Stephanie@cleardesk.com,42,2,2019-05-24,2019-05-25,5,502335155353,IZDSVD914T,1445,2019-05-25
TE-V-47280306,Charles,Park,Park.Charles@cleardesk.com,227,26,2004-12-04,2004-12-06,2,929186816809,LENENH005H,1473,2004-12-08
TE-E-09326636,Madison,Bates,Bates.Madison@cleardesk.com,365,2,2008-12-08,2008-12-09,3,104678335492,MAMCCR495G,248,2008-12-12
TE-K-33038123,Kathleen,Jordan,Jordan.Kathleen@cleardesk.com,195,18,2007-09-29,2007-09-29,5,666528838670,LTVGFY812N,1141,2007-09-29
TE-R-05737468,Jason,Cook,Cook.Jason@cleardesk.com,17,28,2009-01-12,2009-01-14,3,712946131144,BHAABR268H,72,2009-01-16
TE-Y-56889758,David,Green,Green.David@cleardesk.com,379,27,2017-03-15,2017-03-18,2,352419265233,XEMLHA455Y,103,2017-03-20
TE-M-25164952,Allison,Johnston,Johnston.Allison@cleardesk.com,77,34,2011-01-20,2011-01-23,4,093855894975,IRNBIU884D,645,2011-01-24
TE-W-36218262,Sheila,Buck,Buck.Sheila@cleardesk.com,451,32,2017-07-27,2017-07-27,2,324673064618,MHMOCQ668Y,1198,2017-07-27
TE-J-00088594,Christopher,Gentry,Gentry.Christopher@cleardesk.com,51,24,2013-04-09,2013-04-09,1,996120436592,DQCQTA755Q,1744,2013-04-12
TE-D-98620050,Larry,Clark,Clark.Larry@cleardesk.com,63,16,2008-06-11,2008-06-12,1,591195562419,QNXIOF660H,434,2008-06-15
TE-H-86180997,Karen,Bennett,Bennett.Karen@cleardesk.com,438,25,2001-01-27,2001-01-27,3,018136470771,WIBHXA412D,1411,2001-01-27
TE-S-32828165,Jessica,Patterson,Patterson.Jessica@cleardesk.com,82,11,2005-02-05,2005-02-08,1,991777818758,QGPKKQ376W,826,2005-02-10
TE-U-11374355,Elizabeth,Brown,Brown.Elizabeth@cleardesk.com,194,4,2014-08-17,2014-08-20,4,433746746649,HQWOCN735V,743,2014-08-20
TE-Y-61457152,Lisa,Smith,Smith.Lisa@cleardesk.com,451,5,2023-11-02,2023-11-05,3,845225157977,UHROIL070L,283,2023-11-06
TE-R-57344786,Shaun,Watts,Watts.Shaun@cleardesk.com,190,13,2013-02-18,2013-02-18,2,947643327599,BDZMHF183H,1735,2013-02-21
TE-Q-76967313,Christopher,Flynn,Flynn.Christopher@cleardesk.com,460,35,2018-12-20,2018-12-21,4,942733784989,LWGSXJ272K,991,2018-12-24
TE-M-40110870,Jay,Johnson,Johnson.Jay@cleardesk.com,162,10,2023-12-02,2023-12-03,5,660525953165,EMPKGF316J,822,2023-12-05
TE-G-13941474,Robert,Walsh,Walsh.Robert@cleardesk.com,222,26,2016-06-24,2016-06-26,1,367618426062,UPAMHT470B,842,2016-06-26
TE-M-13575225,Norma,Martinez,Martinez.Norma@cleardesk.com,206,23,2005-11-09,2005-11-11,5,418263102217,ZIPSDW858H,1046,2005-11-13
TE-L-22447402,Michelle,Wilkerson,Wilkerson.Michelle@cleardesk.com,451,24,2014-06-24,2014-06-25,3,371518704410,SXJTYJ163K,91,2014-06-26
TE-O-93185190,James,Collins,Collins.James@cleardesk.com,461,21,2012-11-19,2012-11-19,1,625102293482,OPKNQH623D,542,2012-11-19
TE-U-33278221,Richard,Allison,Allison.Richard@cleardesk.com,29,11,2009-06-11,2009-06-12,2,485507446648,GFBIRA779K,295,2009-06-14
TE-U-04383966,Renee,Richard,Richard.Renee@cleardesk.com,102,30,2003-10-15,2003-10-18,2,544929265161,LNYWPC387P,502,2003-10-20
TE-M-48280904,Sarah,Miller,Miller.Sarah@cleardesk.com,319,20,2015-04-04,2015-04-05,2,364800857276,TDZOCJ473L,672,2015-04-05
TE-A-71824991,Nicholas,Murray,Murray.Nicholas@cleardesk.com,500,13,2001-07-19,2001-07-22,5,815495865359,UPTABH063M,134,2001-07-24
TE-I-05341123,Jordan,Wilkinson,Wilkinson.Jordan@cleardesk.com,403,16,2020-08-31,2020-08-31,5,459487093313,BHRERI596J,1703,2020-08-31
TE-G-47749061,Gina,Kelley,Kelley.Gina@cleardesk.com,425,25,2001-08-31,2001-08-31,4,683682824817,WADNRH922T,1426,2001-08-31
TE-W-71015326,David,Allen,Allen.David@cleardesk.com,262,35,2009-05-06,2009-05-07,1,271287599723,UZISKF214U,1572,2009-05-09
TE-D-26167484,Michael,Bell,Bell.Michael@cleardesk.com,36,33,2023-12-01,2023-12-02,4,458879856655,TUYCEI753T,196,2023-12-04
TE-M-51682546,Kevin,Terrell,Terrell.Kevin@cleardesk.com,38,14,2019-07-21,2019-07-21,2,550783191748,WQCHJN725E,527,2019-07-22
TE-I-92941813,Mark,Martin,Martin.Mark@cleardesk.com,333,34,2002-03-25,2002-03-28,3,863305585158,DYEBJK898T,1423,2002-03-28
TE-V-51264890,Carolyn,Young,Young.Carolyn@cleardesk.com,201,23,2014-08-28,2014-08-28,2,094649607673,FTVWMT109E,1090,2014-08-28
TE-O-62812813,Elizabeth,Russo,Russo.Elizabeth@cleardesk.com,201,1,2010-02-23,2010-02-25,2,235536004999,WRBPOS272C,1175,2010-02-25
TE-V-30781827,David,Raymond,Raymond.David@cleardesk.com,230,15,2015-05-28,2015-05-28,1,268222867404,LOITOZ885H,305,2015-05-28
TE-W-85255678,Jacob,Cannon,Cannon.Jacob@cleardesk.com,257,23,2008-10-19,2008-10-21,1,780584946824,IPXPXD703M,1083,2008-10-22
TE-C-47713186,Christopher,Luna,Luna.Christopher@cleardesk.com,246,14,2004-11-09,2004-11-12,3,749133184092,VIJXDM829E,761,2004-11-13
TE-Q-58522409,Kenneth,Martin,Martin.Kenneth@cleardesk.com,59,19,2012-07-02,2012-07-03,3,308525028004,EFVIDJ049B,88,2012-07-05
TE-U-70116838,John,Johnson,Johnson.John@cleardesk.com,101,3,2004-05-02,2004-05-04,2,483074404283,PXGFNK180D,41,2004-05-05
TE-U-78543534,Ronald,Mendoza,Mendoza.Ronald@cleardesk.com,26,28,2013-11-25,2013-11-26,5,256280178658,GELDME012X,768,2013-11-26
TE-I-03201964,Elizabeth,Perkins,Perkins.Elizabeth@cleardesk.com,37,24,2021-08-05,2021-08-07,5,238231771452,PCHXMN314Q,355,2021-08-08
TE-T-89337187,Alan,Jackson,Jackson.Alan@cleardesk.com,184,31,2004-03-01,2004-03-02,2,327427945818,BNETPI799X,997,2004-03-04
TE-N-50689718,Kyle,Hopkins,Hopkins.Kyle@cleardesk.com,420,8,2022-03-26,2022-03-26,1,554047531329,CUWQWL298A,521,2022-03-26
TE-V-54937653,Carlos,Cruz,Cruz.Carlos@cleardesk.com,183,31,2004-08-20,2004-08-22,3,973479727983,MDEKCD962N,1553,2004-08-25
TE-U-85728617,Lisa,Porter,Porter.Lisa@cleardesk.com,437,2,2015-11-05,2015-11-08,5,398853702125,HHKLVY772C,21,2015-11-09
TE-Q-89183276,Frank,Carr,Carr.Frank@cleardesk.com,341,19,2002-09-19,2002-09-19,5,594737760402,BBIQDQ324M,1501,2002-09-22
TE-I-80314491,Andrew,Saunders,Saunders.Andrew@cleardesk.com,410,23,2000-01-03,2000-01-04,4,315013576675,VCTMEI001A,1622,2000-01-04
TE-N-32354132,Paul,Sullivan,Sullivan.Paul@cleardesk.com,260,9,2014-02-03,2014-02-05,5,898517382229,VZEAXK271B,189,2014-02-06
TE-Q-71557196,Julia,Franklin,Franklin.Julia@cleardesk.com,219,35,2009-01-19,2009-01-21,4,253931425014,XJAQIG908I,1274,2009-01-22
TE-O-25552796,Teresa,Williams,Williams.Teresa@cleardesk.com,334,28,2005-10-13,2005-10-14,5,950584483510,LBRXFQ666J,1311,2005-10-15
TE-C-91221426,Jack,Smith,Smith.Jack@cleardesk.com,394,10,2004-01-29,2004-01-29,4,435124271607,UXIWWL705G,501,2004-01-29
TE-P-98703852,Kelli,Cantrell,Cantrell.Kelli@cleardesk.com,176,19,2002-01-23,2002-01-24,5,181560876424,NCQCPV427U,258,2002-01-24
TE-A-31476255,Louis,Reese,Reese.Louis@cleardesk.com,188,18,2019-01-04,2019-01-06,1,991792495283,JZCJJZ871C,1016,2019-01-08
TE-L-77933626,Angela,Santana,Santana.Angela@cleardesk.com,320,20,2023-06-19,2023-06-20,5,349681429790,DQBFDT233P,436,2023-06-23
TE-V-71910852,Alejandro,Aguirre,Aguirre.Alejandro@cleardesk.com,344,5,2010-02-10,2010-02-12,2,197133552029,OWQWCG927K,875,2010-02-14
TE-S-69643595,Joseph,Duran,Duran.Joseph@cleardesk.com,421,4,2004-03-03,2004-03-04,1,358791635253,ZRCTAO500X,233,2004-03-04
TE-P-00730977,Keith,Morrison,Morrison.Keith@cleardesk.com,70,23,2018-07-21,2018-07-24,3,311956315067,ZFHXAG899X,437,2018-07-26
TE-Y-03465914,Robert,Browning,Browning.Robert@cleardesk.com,6,8,2020-02-22,2020-02-24,1,508189353810,PLTQAI744E,959,2020-02-25
TE-V-81832890,Shannon,Harper,Harper.Shannon@cleardesk.com,360,4,2003-09-17,2003-09-18,1,378730363003,XSNXKR070G,854,2003-09-21
TE-P-81227657,Jennifer,Gilbert,Gilbert.Jennifer@cleardesk.com,267,18,2019-02-03,2019-02-04,5,478716377976,XZGMDK744W,1313,2019-02-07
TE-N-26292306,David,Camacho,Camacho.David@cleardesk.com,496,14,2013-04-24,2013-04-26,5,973103268516,DBADBD738F,830,2013-04-26
TE-S-01726479,Tyler,Grant,Grant.Tyler@cleardesk.com,347,1,2011-05-25,2011-05-25,2,047028756795,ECGEFO242J,1677,2011-05-28
TE-W-62450357,Becky,Carrillo,Carrillo.Becky@cleardesk.com,254,30,2009-11-05,2009-11-06,5,272191007580,NSOMVF433N,1448,2009-11-08
TE-F-74727271,Andrew,Mccall,Mccall.Andrew@cleardesk.com,116,12,2007-01-06,2007-01-07,3,605320445681,QFDXVM105U,401,2007-01-08
TE-H-72919148,Christine,Sellers,Sellers.Christine@cleardesk.com,156,31,2002-05-18,2002-05-18,2,881350704708,KBULTE564B,661,2002-05-21
TE-C-74717825,Monique,Johnson,Johnson.Monique@cleardesk.com,405,20,2000-12-14,2000-12-16,2,138027547308,CVIMWX073N,139,2000-12-19
TE-H-94632234,Ann,Jones,Jones.Ann@cleardesk.com,413,12,2003-05-18,2003-05-21,2,520254292244,JXIUMS426J,1717,2003-05-21
TE-A-66046238,Jason,Valdez,Valdez.Jason@cleardesk.com,250,9,2021-11-25,2021-11-26,4,053516125607,KRJLBU842C,1293,2021-11-26
TE-K-12010560,Joshua,Miller,Miller.Joshua@cleardesk.com,275,4,2001-11-17,2001-11-18,2,919176646804,BEIWGV395M,874,2001-11-18
TE-P-36934780,Lori,Melton,Melton.Lori@cleardesk.com,66,9,2014-01-18,2014-01-19,3,542428491833,ECIJPL425C,1058,2014-01-21
TE-Y-74182050,Heidi,Dillon,Dillon.Heidi@cleardesk.com,8,21,2009-08-12,2009-08-12,3,751717683359,SZPZQS827H,1046,2009-08-15
TE-D-96105458,Valerie,Smith,Smith.Valerie@cleardesk.com,241,1,2000-10-05,2000-10-07,2,664104456188,NBJZYN107F,4,2000-10-07
TE-A-89213627,Virginia,Buckley,Buckley.Virginia@cleardesk.com,190,9,2016-02-05,2016-02-06,5,600735816699,IMKEDP285P,926,2016-02-07
TE-Y-25124063,Cory,Herring,Herring.Cory@cleardesk.com,418,18,2000-11-16,2000-11-16,5,553235726487,FRBFJR946B,1072,2000-11-18
TE-K-91564645,Robert,Hansen,Hansen.Robert@cleardesk.com,266,14,2003-10-18,2003-10-19,4,852021629585,XSEDQY345E,994,2003-10-21
TE-R-96109553,Sarah,Barry,Barry.Sarah@cleardesk.com,247,31,2002-04-13,2002-04-16,1,147490779053,UROVFT683K,484,2002-04-16
TE-V-71146621,David,Pittman,Pittman.David@cleardesk.com,430,30,2015-08-09,2015-08-09,4,346615081965,WOWZYI634L,1186,2015-08-11
TE-Y-39352327,Elizabeth,Baker,Baker.Elizabeth@cleardesk.com,404,7,2000-10-14,2000-10-14,5,728347796220,ZFMQDJ700M,52,2000-10-16
TE-F-27592974,Matthew,Cooke,Cooke.Matthew@cleardesk.com,219,4,2017-11-05,2017-11-07,4,269362389741,MLEEYI963C,572,2017-11-09
TE-B-07060140,Rachel,Martin,Martin.Rachel@cleardesk.com,196,24,2016-08-02,2016-08-03,3,127363414562,LBMEWX245X,378,2016-08-05
TE-H-75229451,Richard,Tanner,Tanner.Richard@cleardesk.com,132,28,2005-12-12,2005-12-13,1,112889196256,VRVOFN867Q,1419,2005-12-14
TE-X-17018696,William,Petersen,Petersen.William@cleardesk.com,458,15,2014-03-13,2014-03-15,5,042341419282,YLKPJN716N,1597,2014-03-18
TE-Y-36971580,Candace,Cortez,Cortez.Candace@cleardesk.com,56,12,2018-12-31,2018-12-31,5,178127924380,KGNAUP958N,1021,2018-12-31
TE-E-19345994,John,Smith,Smith.John@cleardesk.com,85,17,2010-04-28,2010-04-28,1,513276904512,TNKPJE487B,1150,2010-04-28
TE-C-19480407,Jason,Fox,Fox.Jason@cleardesk.com,69,28,2023-11-06,2023-11-07,3,082959521951,GMFQRY537H,620,2023-11-08
TE-T-36358999,Ann,Jensen,Jensen.Ann@cleardesk.com,39,16,2011-03-10,2011-03-10,5,089906310058,FUQDRN553H,199,2011-03-11
TE-T-69031756,James,Bell,Bell.James@cleardesk.com,381,24,2006-09-13,2006-09-16,1,192765234668,CRVZHE013O,1397,2006-09-16
TE-M-82324063,Melissa,Larsen,Larsen.Melissa@cleardesk.com,482,31,2005-09-08,2005-09-10,5,390189442228,GPUBWC753R,1154,2005-09-12
TE-E-00351174,Kaitlyn,Lee,Lee.Kaitlyn@cleardesk.com,388,5,2005-09-03,2005-09-05,1,679569282741,WVAYOZ335B,1559,2005-09-07
TE-W-72768051,Theresa,Banks,Banks.Theresa@cleardesk.com,241,15,2013-08-07,2013-08-08,5,068869741725,GTJTCN514J,1229,2013-08-10
TE-Q-50625820,Kevin,Goodman,Goodman.Kevin@cleardesk.com,263,12,2006-07-11,2006-07-11,5,151588218389,RUVSZC742M,744,2006-07-12
TE-E-02452721,Thomas,Bishop,Bishop.Thomas@cleardesk.com,183,14,2005-06-04,2005-06-06,3,595961131749,MKOYHS119G,682,2005-06-08
TE-G-08669788,Christopher,Carroll,Carroll.Christopher@cleardesk.com,180,29,2008-07-21,2008-07-23,2,839057982550,DLRQWM543K,24,2008-07-26
TE-Z-74712164,Allison,Glover,Glover.Allison@cleardesk.com,434,6,2015-03-04,2015-03-04,5,086415831759,TLBQBX962B,295,2015-03-05
TE-G-28900321,Elizabeth,Wall,Wall.Elizabeth@cleardesk.com,78,10,2011-06-28,2011-06-28,4,324468022288,LGRTPM872T,1481,2011-06-28
TE-T-07880786,Jamie,Butler,Butler.Jamie@cleardesk.com,258,4,2017-11-29,2017-11-29,2,222340511703,XHOGTT975Q,1441,2017-11-29
TE-V-22186295,Rebecca,Rowe,Rowe.Rebecca@cleardesk.com,242,21,2021-09-16,2021-09-17,5,592940137922,UXXAAW599X,465,2021-09-19
TE-G-00314648,Deborah,Cook,Cook.Deborah@cleardesk.com,273,10,2015-10-13,2015-10-14,2,679710861183,GCUGCT850A,1668,2015-10-15
TE-W-06225015,Ann,Nichols,Nichols.Ann@cleardesk.com,131,6,2019-09-06,2019-09-06,3,288664102404,VNGLJQ924O,1146,2019-09-07
TE-B-46754588,Amber,Cruz,Cruz.Amber@cleardesk.com,368,18,2022-01-22,2022-01-23,3,889674476201,MKBZRJ020Z,1029,2022-01-23
TE-U-55208583,Andrew,Miller,Miller.Andrew@cleardesk.com,301,10,2011-05-26,2011-05-26,3,355575982052,VSLQOZ925S,1113,2011-05-26
TE-G-09792611,Michelle,Mclaughlin,Mclaughlin.Michelle@cleardesk.com,161,30,2020-03-16,2020-03-18,1,861859362289,JSNODZ819Q,831,2020-03-20
TE-X-79158234,James,Lee,Lee.James@cleardesk.com,138,8,2012-11-25,2012-11-28,5,475675545120,MVFFQL918S,471,2012-11-28
